#Item	Label	Description	Site on enwiki
Q3697654	Dead Christ Supported by Two Angels		Dead Christ Supported by Two Angels
Q3697673	Christ between Four Angels		Christ between Four Angels
Q3698179	Crucifixion	Gemälde von Antonello da Messina	Crucifixion (Antonello da Messina)
Q3698197	Crucifixion	panel in the central part of the predella of a large altar piece painted by Andrea Mantegna	Crucifixion (Mantegna)
Q3698260	Crucifix		Crucifix (Cimabue, Santa Croce)
Q3698268	Crucifixion between Sts. Jerome and Christopher		Crucifixion between Sts. Jerome and Christopher
Q3699102	Medri Bahri		Medri Bahri
Q3705918	Desco da parto		Desco da parto (Masaccio)
Q3708255	Seljuq dynasty	dynasty of Turkish rulers	Seljuq dynasty
Q3709305	Descent from Mount Sinai		Descent from Mount Sinai (Sistine Chapel)
Q3711896	Diptych of the Lampadii		Diptych of the Lampadii
Q3711899	Diptych of Boethius		Diptych of Boethius
Q3715966	Two Venetian Ladies		Two Venetian Ladies
Q3732905	Funeral of St. Jerome		Funeral of St. Jerome (Filippo Lippi)
Q3736352	Bentivoglio Altarpiece		Bentivoglio Altarpiece
Q3755490	Fürstenberg-Baar		Fürstenberg-Baar
Q3755495	Fürstenberg-Fürstenberg		Fürstenberg-Fürstenberg
Q3755496	Fürstenberg-Geisingen		Fürstenberg-Geisingen
Q3755505	Fürstenberg-Wolfach		Fürstenberg-Wolfach
Q3765117	Eastern Chalukyas		Eastern Chalukyas
Q3765189	House of Giorgi		House of Giorgi
Q3769182	Judith and Holofernes		Judith and Holofernes (Mantegna)
Q3773870	Lordship of Anholt		Lordship of Anholt
Q3775345	Beylik of Çubukoğulları		Beylik of Çubukoğulları
Q3776728	Pisa Griffin		Pisa Griffin
Q3780794	Authentic Falange		Authentic Falange
Q3781331	Regionalist Party of the Leonese Country		Regionalist Party of the Leonese Country
Q3797762	Marsuppini Coronation		Marsuppini Coronation
Q3797764	Coronation of the Virgin	Painting by Filippo Lippi in the Uffizi	Coronation of the Virgin (Filippo Lippi)
Q3797771	Coronation of the Virgin	painting by Fra Angelico, Uffizi	Coronation of the Virgin (Fra Angelico, Uffizi)
Q3797775	Coronation of the Virgin	painting by Lorenzo Monaco	Coronation of the Virgin (Lorenzo Monaco)
Q3800774	Sala delle Asse	room decorated by Leonardo da Vinci in the Castello Sforzesco, Milan	Sala delle Asse
Q3814939	Altarpiece of Saint Barbara		Altarpiece of Saint Barbara
Q3814969	Gothic altarpiece of Santes Creus		Gothic altarpiece of Santes Creus
Q3815010	Virgin of the Angels	painting by Pere Serra	Virgin of the Angels
Q3815179	Apse from La Seu d'Urgell		Apse from La Seu d'Urgell
Q3815181	Apse of Santa Maria d'Àneu		Apse of Santa Maria d'Àneu
Q3815287	Paintings from Arlanza	Romanesque frescos	Paintings from Arlanza
Q3815314	Head of Christ		Head of Christ (Cascalls)
Q3815333	Virgin from Ger		Virgin from Ger
Q3815353	Erill la Vall Descent from the Cross		Erill la Vall Descent from the Cross
Q3815496	Altarpiece of the Saints John		Altarpiece of the Saints John
Q3815566	Southern apse from Pedret		Southern apse from Pedret
Q3816464	Kore of Lyons		Kore of Lyons
Q3816873	Mural paintings of the Conquest of Majorca		Mural paintings of the Conquest of Majorca
Q3817178	Miracle of the Relic of the Cross at the Ponte di Rialto	Painting by Vittore Carpaccio in the Accademia Galleries, Venice	Miracle of the Relic of the Cross at the Ponte di Rialto
Q3818579	Madonna with Writing Child and Bishop		Madonna with Writing Child and Bishop
Q3821165	Sayn-Homburg		Sayn-Homburg
Q3821201	Sponheim-Sayn		Sponheim-Sayn
Q3842397	Virgin and Child with Four Angels		Virgin and Child with Four Angels (Donatello)
Q3842403	Haller Madonna		Haller Madonna
Q3842430	Salting Madonna		Salting Madonna (Antonello da Messina)
Q3842558	Madonna with Writing Child and St. Jerome		Madonna with Writing Child and St. Jerome
Q3842560	Madonna with Writing Child		Madonna with Writing Child
Q3842566	Madonna dei Tramonti		Madonna dei Tramonti
Q3842596	Madonna of the Red Cherubims		Madonna of the Red Cherubims
Q3842597	Madonna of the Small Trees		Madonna of the Small Trees
Q3842608	Madonna del Ceppo		Madonna del Ceppo
Q3842620	Madonna of the Milk		Madonna of the Milk
Q3842637	Madonna of the Rose Garden		Madonna of the Rose Garden
Q3842654	Madonna of Humility		Madonna of Humility (Gentile da Fabriano)
Q3842681	Madonna of the Quail		Madonna of the Quail
Q3842705	Alzano Madonna		Alzano Madonna
Q3842710	Bagnacavallo Madonna	oil painting by Albrecht Dürer	Bagnacavallo Madonna
Q3842743	Madonna and Child Enthroned	painting by Filippo Lippi	Madonna and Child Enthroned (Filippo Lippi)
Q3842747	Madonna of Palazzo Medici-Riccardi		Madonna of Palazzo Medici-Riccardi
Q3865990	Gladiator Mosaic		Gladiator Mosaic
Q3873247	Nativity of the Virgin		Nativity of the Virgin (Pietro Lorenzetti)
Q3875016	Khamag Mongol		Khamag Mongol
Q3889196	Barbadori Altarpiece	artwork by Filippo Lippi	Barbadori Altarpiece
Q3889269	Sant'Onofrio Altarpiece		Sant'Onofrio Altarpiece
Q3889272	Santa Maria in Porto Altarpiece		Santa Maria in Porto Altarpiece
Q3897208	The Crossing of the Red Sea		The Crossing of the Red Sea (Sistine Chapel)
Q3907477	Quaratesi Polyptych		Quaratesi Polyptych
Q3907498	Badia Polyptych		Badia Polyptych
Q3907529	Saint Catherine of Alexandria Polyptych		Saint Catherine of Alexandria Polyptych
Q3907532	Valle Romita Polyptych		Valle Romita Polyptych
Q3910903	Presentation at the Temple		Presentation at the Temple (Ambrogio Lorenzetti)
Q3910904	Presentation at the Temples		Presentation at the Temples (Fra Angelico)
Q3910910	Presentation at the Temple		Presentation at the Temple (Bellini)
Q3910917	Presentation of the Virgin Mary at the Temple		Presentation of the Virgin Mary at the Temple (Cima da Conegliano)
Q3922376	Procession in St. Mark's Square		Procession in St. Mark's Square
Q3925522	Pulpit of Sant' Andrea, Pistoia		Pulpit of Sant' Andrea, Pistoia (Giovanni Pisano)
Q3937390	Portrait of a Man (Antonello da Messina, Turin)		Portrait of a Man (Antonello da Messina, Turin)
Q3937397	Portrait of a Man (Antonello da Messina, London)	Portrait by Antonello da Messina in the National Gallery, London	Portrait of a Man (Antonello da Messina, London)
Q3937404	Portrait of a Man	portrait by the Italian Renaissance painter Luca Signorelli	Portrait of a Man (Signorelli)
Q3937422	Portrait of a Man with a Roman Medal	painting by Hans Memling	Portrait of a Man with a Roman Medal
Q3937431	Portrait of Cardinal Ludovico Trevisan		Portrait of Cardinal Ludovico Trevisan
Q3937451	Portrait of Dürer's Father at 70	graphic representation of the septuagenarian Albrecht Dürer the Elder	Portrait of Dürer's Father at 70
Q3937495	Portrait of Carlo de' Medici		Portrait of Carlo de' Medici
Q3937522	Portrait of Frederick III of Saxony		Portrait of Frederick III of Saxony
Q3937523	Portrait of Federico da Montefeltro with His Son Guidobaldo		Portrait of Federico da Montefeltro with His Son Guidobaldo
Q3937530	Portrait of Folco Portinari		Portrait of Folco Portinari
Q3937533	Portrait of Francesco Gonzaga		Portrait of Francesco Gonzaga
Q3937546	Portrait of Giovanni di Nicolao Arnolfini		Portrait of Giovanni di Nicolao Arnolfini
Q3937663	Portrait of Sigismund of Luxemburg		Portrait of Sigismund of Luxemburg
